,Unnamed: 0,username,description,location,following,followers,totaltweets,retweetcount,text
128,128,daclemx,"The ""Neck Presser"" Is Back!!!! Youths, Vote Wisely 2023. Vote Peter Obi for President. If you make wrong choice, Dollar will be #2K/$1. Abi suffer neva tire U?",Earth,856,554,9121,0,"Abeg, show me which one BUHARI achieved....NOTHING...Manifesto na beautiful nonsense. 

#Vote HE Peter Obi Obaseki Horny of Ife Olosho Abati Rufai Bola Tinubu Seyi Tinubu Atiku Northerners Arewa Muslim Muslim President Buhari Flood INEC PVCs Edo State Oba of Benin https://t.co/c4rAEvDx4s"
129,129,Rasheethe,"Special Assistant on Media - Broadcast to H.E @atiku Abubakar Vice President of Nigeria, 1999-2007 and 2023 Presidential Candidate of the PDP.",Nigeria,5417,24074,43058,17,These are the main reason my vote is going to Alhaji Atiku Abubakar in 2023. https://t.co/1aghLhvOH7
130,130,fireboyfan,"God first and last. Life is not hard✌️. Libra♎ MUFC ❤️. Violently OBIdient.
please follow @AG_Footwears",Enugu,880,737,3330,95,"Dearest OBIdients

We will not run out of steam! We are all over the place: social media, offices, streets, markets, churches, mosques and schools. The truth is, dem dey fear us! Keep up with the good work!

Obaseki Atiku Kano Abati Ashawo Enugu Cheating Sabinus Kenneth Okonkwo"
131,131,DChukwumaechi,Shine the light... People'll find the way...,,297,332,29909,2,"@June12Post @atiku @OfficialPDPNig He's notorious for deleting tweets @atiku , he Will soon delete this one"
132,132,firstnameejike,Mind over Matter | Tech enthusiast | One of a kind | Successful | Visionary | Uranus | Blue-Gray | Sapphire | NC-SE-NE-SW Ambassador | Engineering,Nigeria,969,194,10241,76,"I envy whoever goes on air to defend Peter Obi's candidacy.
Look at how easy it is for Kenneth Okonkwo to defend and sell Peter Obi's candidacy.
I pity @fkeyamo and @DanielBwala whenever they come on air to defend the indefensible BAT of no competence and Atiku."
133,133,DChukwumaechi,Shine the light... People'll find the way...,,297,332,29909,3,"@atiku @OfficialPDPNig ...big Joke, Mr Alahaji atiku @atiku . Have you condemned those who killed Deborah Samuel ? U tweeted about her MURDER and then deleted it. Hypocrite  #deborahsamuel https://t.co/bfotE1J2rp"
134,134,DBG31236522,,,962,338,14059,1,"@U_Rochas The fact that you cannot project Atiku without mentioning Peter Obi, makes the entire Atiku project, a laughable white elephant project 😅."
135,135,Ikepicano,A socialist||A good listener|| A worthy fighter  A proud IGBO MAN.. proverb  teacher👊👊🇳🇬 🇺🇸,Akwa ogazi,1075,758,6974,0,@SodiqTade Very soon you guys will leave Atiku behind
136,136,Anodyneee,.,,1199,447,13871,1230,"From his interview on @ARISEtv today, it is clear, is it not, tha @PeterObi is ready to lead Nigeria out of the disgraceful quagmire that Buhari, promoted by both @atiku &amp; @officialABAT has dragged Nigeria into in the last 7 years. Only a lack of shame is driving their ambition."
137,137,DChukwumaechi,Shine the light... People'll find the way...,,297,332,29909,2,"@atiku @OfficialPDPNig Er, still not too late to condemn Deborah's killers. Or to give @renoomokri some avuncular advice...sir, he's clearly running mad."
138,138,arnold_notes1,musician || #COYG ❤️,Sharingan,2191,1449,81030,64,"Anytime Atiku or Tinubu makes any public appearance, their proxies come on social media to give context of the speech they made but when Peter Obi is done talking like you've just witnessed on Arise TV this morning, you are not worried of translating or explaining to anybody."
139,139,Miguelzuby,"Invest in your skin, invest in your smell, invest in your room, invest in your fashion, invest in your food, invest in your health. Invest in yourself.","Lagos, Nigeria",1423,310,8110,2,"Na this greedy human being una take dey compare Peter Obi? I no blame una oh. Ur Jagaban still collects pension. Obi doesn't

#Vote HE Peter Obi Obaseki Horny of Ife Olosho Abati Rufai Bola Tinubu Seyi Tinubu Atiku Northerners Arewa President Buhari Flood INEC PVCs Oba of Benin https://t.co/ECiixNBZ8H"
140,140,firstnameejike,Mind over Matter | Tech enthusiast | One of a kind | Successful | Visionary | Uranus | Blue-Gray | Sapphire | NC-SE-NE-SW Ambassador | Engineering,Nigeria,969,194,10241,194,"After our documentary about the attacks on OBIdients went viral, John, one of the victims in the documentary was offered an apartment by PDP on the condition that he supports Atiku. He refused

See Comment section 👇🏽

#ObidientsAttackVictims https://t.co/dVgTbcZavB"
141,141,JibrinJohnpaul,Political analyst and Critical analyst,,190,90,72,0,@vicrobor @Oyinkitana Don't the Oba have prime minister as well? The prime minister would have talked privately with Atiku
142,142,Miguelzuby,"Invest in your skin, invest in your smell, invest in your room, invest in your fashion, invest in your food, invest in your health. Invest in yourself.","Lagos, Nigeria",1423,310,8110,1,"LIARS.... APC = All Promises Canceled. Nigerians, don't worry, $ will soon hit 1K+ Then our senses go correct

#Vote HE Peter Obi Obaseki Horny of Ife Olosho Abati Rufai Bola Tinubu Seyi Tinubu Atiku Northerners Arewa President Buhari Flood INEC PVCs Edo State Oba of Benin Kano https://t.co/zZbn49fKQ8"
143,143,KdExperience2,Platform for personal growth and development,,5004,378,5206,43,"Failure is not a Person, its an Event! Never say Never when Greatness is calling on You to Rise and Shine! You will Succeed 💕

Christ Jesus / Ikoyi / Abati / Atiku / Seyi Tinubu / Kenneth Okonkwo / Rivers #Cheating / Oba of Benin / Sabinus / Iran https://t.co/KmlOfL7l8A"
144,144,boscojay2000,,,976,867,14165,696,"Why is Atiku Abubakar and Bola Ahmed Tinubu, sidestepping oil theft discourse? Are they part of the gangs stealing our oil? Why is it that Peter Obi is the only candidate talking about it at any given opportunity? What exactly is going on?"
145,145,mhasta_richard,"Proud father of none... Still someone's daddy🌚

#StayHydrated... Drink water","Benin-City, Nigeria",1437,1399,113432,470,"Na only @PeterObi talk nai people no dey need interpret but when Atiku and Tinubu talk, an ancient Egyptian Sophists from 22 BC nai them dey summon to come interpret for us. Osanobua, lahor wowo o 😩😩🤣"
146,146,AqMaganaye,"I am mercurial but heavily doused by love, passion, and compassion. I believe very much in doing what you find to do really excellently.",,64,53,4716,24,"@Angela201045315 @ARISEtv @PeterObi @atiku @officialABAT Anty, after listening to him today, assuming you missed all his other interviews and outings, you're still asking for manifesto? Man's a manifesto in his own right, fam!"
147,147,boscojay2000,,,976,867,14165,1230,"From his interview on @ARISEtv today, it is clear, is it not, tha @PeterObi is ready to lead Nigeria out of the disgraceful quagmire that Buhari, promoted by both @atiku &amp; @officialABAT has dragged Nigeria into in the last 7 years. Only a lack of shame is driving their ambition."
148,148,iamkingjabulani,"FARMER 🐣 proudly @arsenal , Vote PO Labour Party for President, GSM PDP for Oyo State Governor. retweet and likes are not endorsement of tweet",Eden,560,842,35047,3,"Reminder before you sleep in Nigeria: Atiku is a laughable white elephant project. Don’t waste your votes.

Vote wisely."
149,149,daclemx,"The ""Neck Presser"" Is Back!!!! Youths, Vote Wisely 2023. Vote Peter Obi for President. If you make wrong choice, Dollar will be #2K/$1. Abi suffer neva tire U?",Earth,856,554,9121,2,"Na this greedy human being una take dey compare Peter Obi? I no blame una oh. Ur Jagaban still collects pension. Obi doesn't

#Vote HE Peter Obi Obaseki Horny of Ife Olosho Abati Rufai Bola Tinubu Seyi Tinubu Atiku Northerners Arewa President Buhari Flood INEC PVCs Oba of Benin https://t.co/ECiixNBZ8H"
150,150,ogaten10,"Jesus Christ, the Hope of Glory! Col 1:27 

Romans 3:23 

Love. Provide. Protect.",🇨🇦🇳🇬,2142,2549,65520,3,"Reminder before you sleep in Nigeria: Atiku is a laughable white elephant project. Don’t waste your votes.

Vote wisely."
151,151,mlaa74,#GirlDad 🧔🏾👩🏼👱🏼‍♀️ #Buharist #APC #LocalChampion #LocalFoodLover #AlhamdulillahAlways #AllahFirst 🤲🏾,Kano/Kaduna/Abuja,564,1167,18160,0,@fkeyamo @AAOjetimi @delemomodu don chop @atiku money and is singing a different tune now 🤣🤣🤣🤣
152,152,ElijahNoah8,Our lives begins to end when we remain silent about things that matters. MLK,"Odjassa, Nigeria",727,847,1937,0,"@atiku @OfficialPDPNig Are you talking about @OfficialPDPNig which will destroy Nigeria from what @OfficialAPCNg has done already ?

I hope you’ll delete this tweet. You told the north not to vote for a Yoruba candidate or an Igbo candidate while you need the southern votes. 

#Fakeunifier https://t.co/HC9vITl5u8"
153,153,Watergwan,"if u don't ff me, Remember  jesus had only 12 followers nd he touched d world.",Right Behind you,3799,1401,22232,1185,"In July 2018, Joe Blankson swam 13 times and rescued 13 people out of 25 people involved in a boat accident in Rivers State.

On his 14th attempt, he got exhausted and drowned.

Retweet this hero

| NYSC chioma Nigerians Ezra Tunde Dubai seyi Tinubu mayor church Anambra atiku | https://t.co/jPg3sO61RT"
154,154,operasaq,"I live each moment as it is; transient! I Learn, Facilitate, Research & do #mathematics. APOS theory, Topology, #TopologicalSpaces #Agropreneur",Òyó||Lagos||Durban|| Nig-SA,214,353,24245,0,"@_Samcleave Which Òyó state? You need to calm down 😂
Not even governor @seyiamakinde is interested in Atiku's candidature. Take note of this and face the offline reality, rather than unnecessary emotions and desire to appear popular online and ended up a robust fool."
155,155,ELIBSON,Soccer ⚽️Lover. ONLY GOD MAKES WAY.,"ABJ, Nigeria",4733,465,25772,0,@BwalaDaniel Did he steal public funds like Tinubu and Atiku?
156,156,PObilonu,"selfless to all men, patriotic and a game player.",,777,337,8440,236,"@BwalaDaniel Is this what Atiku paid you for!? Oga, you no go see October salary o. I kid you not 🤣"
157,157,Kencassy,"Awesome + Legendary.
Never Lucky...Always blessed.
#Engineer #OffAirPersonality.
*Twitter = Leisure
*Twinnie 
*IG&Skype: It's *kencassy* again.",I'm SOARing!,1044,1111,39995,688,"“Atiku is not only unfit now, he’s now a threat to our democracy” — @realkenokonkwo Kenneth Okonkwo gives Atiku the Randy Orton smackdown finishing 🙆🏾‍♂️ https://t.co/kJiSsjTFl9"
158,158,urprinzify,,,105,8,107,0,@renoomokri This is why tinubu is far better than atiku
159,159,DrJolaoso,"incompetence is a subset of corruption. 
corruption is the mother of all crimes. it's the basis of it all...",,210,89,2954,1185,"In July 2018, Joe Blankson swam 13 times and rescued 13 people out of 25 people involved in a boat accident in Rivers State.

On his 14th attempt, he got exhausted and drowned.

Retweet this hero

| NYSC chioma Nigerians Ezra Tunde Dubai seyi Tinubu mayor church Anambra atiku | https://t.co/jPg3sO61RT"
160,160,daclemx,"The ""Neck Presser"" Is Back!!!! Youths, Vote Wisely 2023. Vote Peter Obi for President. If you make wrong choice, Dollar will be #2K/$1. Abi suffer neva tire U?",Earth,856,554,9121,1,"LIARS.... APC = All Promises Canceled. Nigerians, don't worry, $ will soon hit 1K+ Then our senses go correct

#Vote HE Peter Obi Obaseki Horny of Ife Olosho Abati Rufai Bola Tinubu Seyi Tinubu Atiku Northerners Arewa President Buhari Flood INEC PVCs Edo State Oba of Benin Kano https://t.co/zZbn49fKQ8"
161,161,Bolajuade,"|Onikoyi se pele, JEJE laiye gba| |Retired AreyinsaBata|RIJF Mama 18•08•’20|",(L)ONDO(N) state...Nigeria,7977,10279,609844,755,"Wike Reveals Why Atiku Is Not On Rivers Campaign Poster

The Governor of Rivers State, Nyesom Wike, has revealed why he removed the picture of the presidential candidate of the Peoples Democratic Party, Abubakar Atiku, from the Rivers State campaign poster. https://t.co/sI3YGcdeWj"
162,162,Atiku_Jr,An autodidact and the last paper-cut survivor.,SEIREITEI,1386,4140,42553,215,"Insulin (via stephbeggs)

#Insulin #endocrinology #healthcare #endotwitter #MedTwitter #meded #pharamcology #NurseTwitter #InnoMed

https://t.co/g5yfRAQtc3"
163,163,Tonynonny,"A president// Humanitarian // political scientist// Content Creator//Businessman.
DM is open .",Africa,4488,2919,36006,198,"Dear Obidients,

Peter Obi is the only ex- Governor who forfeited his pension package for the common good of the Anambra people.

Tinubu and Atiku have collected billions of naira as pension since leaving office. 

This is a big selling point. Preach this gospel

Arise TV Rufai"
164,164,SmirkingSaylor,Definitely your favourite SmilingSailor,Earth,1094,1137,11873,2,"You hate BAT cus he brought Buhari.
You hate Atiku, bt love Obi that he brought .
Ws Obi as Atiku vice going to do as Atiku ordered or do his own under AA government ?
What is Obi now saying he wld do differently frm wht he said he will do with AA then.
If nothing , why leave AA?"
165,165,Wikenibori,Everyday no be Christmas,Lagos,3039,448,11082,4,"I know many of you think Atiku is the lesser evil to BAT. But he is not. They are equally evil and represent the worst possible outcomes and equally threaten our fragile unity. 

All patriots must resist them in equal measure."
166,166,Wikenibori,Everyday no be Christmas,Lagos,3039,448,11082,3,"If you listened to Kwankwaso on why he can’t be VP to PO, you will see this mentality in full glare.

At the core, there are many folks in the North who believe only a Northerner should be president and only them can win. Atiku winning will energize that base."
167,167,AzukaEbeh,"A political scientist,passionate about responsive Leadership & vibrant citizens.Lover of God and a climate change evangelist. A humanitarian by birth & action.",Lagos,918,340,9631,0,"@Enwagboso @MobilePunch People do not like objective truth.
You have been x-rayed in the picture below. Elements are only used as medium of exchange in the patronage systems. Take it to the bank, Atiku will never rule Nigeria. https://t.co/Ypq3tVH279"
168,168,Chibswill,"Here for fun although I can be serious too!😎✌️ I am obidient!🤝,MUFC FAN, An agriculturist!",Nigeria,939,654,4445,588,"Abati went to Atiku to do pre-recorded interview where he was smiling like a fish, he gets an opportunity to actually flex his journalistic muscles by interview Obi and he's asking about girlfriends? You see eh, you can never be too old or too successful for village people."
169,169,iAmOkopiE,"I came to move my people from rocks 🪨 to roses 🌹 like Moses I epitomize what hope is 💯 ||Founder of @vectorplatform , @gasguysng and @expressbox_ng",,360,901,190814,122,"No Nigerian Should Take Tinubu Serious; His Health, Early School Are Shrouded In Secrecy – PDP Presidential Candidate, Atiku | Sahara Reporters https://t.co/n7iR0tbB0z https://t.co/uWB8lhzSyw"
170,170,IrogAnthony,"Educator 📙 Writer 🖋 !

Is God not too much? Surely He is and does things in mysterious ways!","Ikot Ekpene, Nigeria",469,382,11193,163,"Is there ONE PERSON who now supports Atiku because of anything Reno Omokri said about him?

Very doubtful.

But I can bet that there are many who now detest Atiku because of Reno's antics."
171,171,HameedMalique,detribalised northern boy who believes in a great Nigeria/IT/Techie/softwareprogrammer/ Peter Obi supporter/ الله أكبر,,1420,872,2600,83,When are we going to address this? Atiku putting on cap at the palace in presence of the Oba of Benin. Are we gradually losing our culture all because of politricks? https://t.co/kMhj43gTkD
172,172,AustineOgochuk5,"With Chukwu Okike Abiama, I'm OK 👌✊",,2090,1170,1769,14,‘Atiku urinated on graves of those killed by herdsmen in Ukum’ – Benue youths https://t.co/y5mp0HkUr4
173,173,EMMANDU7,Emmanuel Dike; A Chartered Accountant:  Travel Consultant.,,601,147,809,0,"Every thing we need to know about APC and PDP presidential candidates hv been exposed. Atiku confessed how dey wasted $16b borrowed with interest for Electricity. Asiwaju Tinubu said is continuing from where Buhari stopped. How come you, l mean you dat follow dem is not listening"
0,0,aadaeze1,God lover| learning daily| save the planet,,601,760,41753,196,"After our documentary about the attacks on OBIdients went viral, John, one of the victims in the documentary was offered an apartment by PDP on the condition that he supports Atiku. He refused

See Comment section 👇🏽

#ObidientsAttackVictims https://t.co/dVgTbcZavB"
1,1,Pooljazy1,,,819,70,260,0,@DeeOneAyekooto Proudly sponsored by APC and PDP. Fools una go shock
2,2,balogin,Believer of  Ǧ☺☺D morals.,"Abuja,Nigeria.",820,509,44799,2,@Letter_to_Jack This is his chance to ride on the latest FAD for popularity. He'll later decamp and contest for election under PDP/APC again
3,3,Uchenna03108301,Intelligent,Lagos,819,75,980,1354,"This was the day Brekete Host shed tears on his live show after reading a text from a life touched by Peter Obi, when he was Governor. 

Arise TV • Kano • Nnamdi Kanu • Kenneth Okonkwo • Rufai • APC and PDP • Ooni of Ife https://t.co/JfYnOaZogE"
4,4,SafeeyanM,A Computer scientist. Public Affairs Analyst at @AtikuKawai_MG. Media strategist. Contract manager at ANINWEDE FARMS and ZENNA FIRST CLASS NIGERIA LIMITED.,,87,240,1038,13,"How many of you guys remember him?
He was made Speaker House of Representatives at age 37.

PDP is the only Youth friendly political party in Nigeria. https://t.co/vPpPBYlhKd"
5,5,sen_virus_,"CEO AMINFOTECH, Computer Scientist, IT Support and SysAdmin, Networking, Blogger, Video and Film Producer,Degital and Local Marketing🔥🔥","Kano, Nigeria",559,763,12651,0,PDP has Warned Ganduje not to Squander School Fees on Licenses https://t.co/4qL8H4XUhC
6,6,chukwuRoland2,"Talk2talk News is one of Nigeria's popular news platform online highlighting the affairs of the Nigeria nation, entertainment, style and news.","Enugu, Nigeria",697,261,1030,0,"Police Reveals Motion After Reported Assault On PDP Candidate, Jandor 

The Lagos State Command of the Niger... https://t.co/Xp2mxshp1Z Police Reveals Motion After Reported Assault On PDP Candidate, Jandor https://t.co/Qzyxr4TApr:...
https://t.co/b161OBio30"
7,7,Mooregees,A peace loving man,,1391,743,6003,87,"Peter Obi's reputation was fractured in the north the moment he left the PDP, it was well-planned and executed by his opposition. 

But we're here trying to bring back to them his true reputation."
8,8,samolu1188,Manchester United/ wizkid fc/ Wizkid,"Akoka, Nigeria",700,567,27694,1107,The guys in this video say Seyi Tinubu instructed thugs to attack them while they were pasting posters of the PDP candidate in Lagos. They say he had initially instructed a policeman to shoot them. https://t.co/wWjwm7nh1b
9,9,Isreal96327180,keep believing and never give up,,1150,482,27567,1049,"My President Mr. Peter Obi Reading out his Manifesto with the ultimate assurance.
Please kindly retweet.

Arise TV Kenneth Okonkwo Nnamdi Kanu Kano Obidients Jando WAEC Obaseki Rufai APC and PDP https://t.co/UGdKnJNQyp"
10,10,MaziGerald,"Ify's house husband. Dad. Lawyer. Tweets = my views ATM. RTs ≠ endorsements. I love to ask the least FAQs, or tread the lesser trodden paths. #iWill & #iShall.",Nigeria,716,2607,233917,317,"Today should be renamed VAWULENCE DAY for APCPDP!

Seun Okinbaloye is currently killing FFK on Channels TV. FFK's only defence is to EQUALLY accuse PDP of never keeping to their own promises.

Two failed parties dragging which is worse! https://t.co/f8mmBFIPDa"
11,11,Jedinho007,WhatsApp +2347064214143 MAIL;anthonyjr0007@gmail.com #BBM:2637F03D #ChasingMyDreams #Ifollow_FollowBACK,,1035,273,1703,537,"Peter Obi will take responsibility for the wrongs of the past. The Obi I know will apologize to Nigerians on behalf of the PDP &amp; the APC. As a man who is quick to say “he’s sorry,” he’ll apologize for the #EndSARS Lekki Tollgate Killings, &amp; give the youths the much needed closure"
12,12,JonazYoung,"In God's words you shall find Freedom, Hope and Love❤ .",Nigeria ,2827,1095,9793,537,"Peter Obi will take responsibility for the wrongs of the past. The Obi I know will apologize to Nigerians on behalf of the PDP &amp; the APC. As a man who is quick to say “he’s sorry,” he’ll apologize for the #EndSARS Lekki Tollgate Killings, &amp; give the youths the much needed closure"
13,13,count01,"I Am Not Igbo, Hausa, Yoruba Or Any Tribe From Nigeria. I Am Nigerian, I See A Bright Future With Peter Obi, If You Come 4 him I Will Come For Your Generation🤝",People's Republic of China,136,344,10518,391,"Without Peter Obi &amp; the Obidients in the equation now, the APC would have had the smoothest sailing. PDP was a useless opposition, they are more useless even now. They miss the reckless looting so much. Obi should have left them since 2020, but it’s better late than never."
14,14,DiamondBam2,"LAWYER.

Abeg make una buy my book bikonu 🙏🏿😩

First Bank
3109800355
Oghogho Edemo.

Old account was suspended",Nigeria ,645,71,17398,537,"Peter Obi will take responsibility for the wrongs of the past. The Obi I know will apologize to Nigerians on behalf of the PDP &amp; the APC. As a man who is quick to say “he’s sorry,” he’ll apologize for the #EndSARS Lekki Tollgate Killings, &amp; give the youths the much needed closure"
15,15,MaouzConcept,"Political analyst, graphic designer, Yoruba connoisseur. Leo 🦁🎤",,967,1320,44772,408,"APC thugs attacked the convoy of Jandor, the Lagos PDP governorship candidate while he was on campaign tour . 

Lagos is set to have one of the most heightened election ever with the Jagaban thugs already unleashed on the people. Why this is not a focus of PDP is a concern."
16,16,WachorZ,"I'm a God-chaser, Public Affairs Analyst, social commentator, Pro-Life, & ardent conservative. I'm above all a lover of humanity for we are of a common Father.",,2476,1162,7940,0,"HAVE YOU HAD ENOUGH?

Then VOTE PDP!"
17,17,H_Hicc,Arsenal.,,715,830,25029,0,@officialKolaO @OfficialPDPNig Emmanuel Enoidem is the flag bearer of pdp? He was a commissioner under akpabio? This guy has too much money yet still goes around owing.
18,18,ChibuezeOkebata,Pure Igbo Heritage,,10,8,1508,0,"@channelstv The Two sides of the same Coin...APC and,PDP https://t.co/26ijQ6PIut"
19,19,DrCEOWave,"AA, BHA, MHA, CFP ➡️ PhD
FBA 🇺🇸
Better keep watching then 👁",,581,211,56427,317,"Today should be renamed VAWULENCE DAY for APCPDP!

Seun Okinbaloye is currently killing FFK on Channels TV. FFK's only defence is to EQUALLY accuse PDP of never keeping to their own promises.

Two failed parties dragging which is worse! https://t.co/f8mmBFIPDa"
20,20,OGBODO77,The joy of the Lord is my strenght,Lagos,568,214,1762,27,"@channelstv I laugh in Ukrainian 😜😂😂
APC and PDP went to grassroot to campaign, we went to the cities, shook everywhere. Them run leave grassroot come city, we disappeared to the grassroots, now them dey look for us inside cities wey we don finish work. 
City rallies starts in January."
21,21,WeLinkNews,We link news from the best sources online,"London, England",100,1525,49335,0,"This Pattern Of Attacking PDP Members, Unacceptable https://t.co/cLaEY6eLUJ"
22,22,realEazydon,Web dev ▪️Business Branding ▪️Started @hypazmedia & @naijatell ▪️WP specialist ▪️UI/UX,World,1283,851,43288,0,"This Pattern Of Attacking PDP Members, Unacceptable https://t.co/DjdlrXNmLz"
23,23,naijatell,"Nigeria-based, global-audience targeted, dynamic news, lifestyle, music and entertainment portal.  This is where you need to be. Stay ahead... Stay with us!",Worldwide,1788,4690,164109,0,"This Pattern Of Attacking PDP Members, Unacceptable https://t.co/gkuxLEwIUa"
24,24,MigrateGGRLtd,"US Immigration Lawyer, with over 25 years of practice experience. Offices in Silver Spring, Maryland and Lagos, Nigeria",,563,275,2482,317,"Today should be renamed VAWULENCE DAY for APCPDP!

Seun Okinbaloye is currently killing FFK on Channels TV. FFK's only defence is to EQUALLY accuse PDP of never keeping to their own promises.

Two failed parties dragging which is worse! https://t.co/f8mmBFIPDa"
25,25,nwabufolarry,,"Lagos, Nigeria",513,72,48,1354,"This was the day Brekete Host shed tears on his live show after reading a text from a life touched by Peter Obi, when he was Governor. 

Arise TV • Kano • Nnamdi Kanu • Kenneth Okonkwo • Rufai • APC and PDP • Ooni of Ife https://t.co/JfYnOaZogE"
26,26,StrongCFCfan,"Just Getting Strong Everyday 💪💪
Die Hard Fan [ Chelsea 💙💙] 
Upcoming Olubadan. 👑 👑 
Don't underestimate me, I Reason More Than you Think 🤔 🚶 🚶","Ibadan, Nigeria",1902,1324,194214,391,"Without Peter Obi &amp; the Obidients in the equation now, the APC would have had the smoothest sailing. PDP was a useless opposition, they are more useless even now. They miss the reckless looting so much. Obi should have left them since 2020, but it’s better late than never."
27,27,IqraJutti7,,,1,2,1009,0,Group tackles Wike over claim on PDP campaign council members in Rivers https://t.co/ojnIYO7IXF
28,28,LiMegatronic,Cloud Security | Solutions Architect | CASB | SASE | Diaspora | Anything worth doing is worth overdoing | Mediocracy is for cowards |,,562,1059,31727,87,"Peter Obi's reputation was fractured in the north the moment he left the PDP, it was well-planned and executed by his opposition. 

But we're here trying to bring back to them his true reputation."
29,29,_graymax,"MCSA//Fullstack developer//ICSI security 
#DCLm",,365,355,2837,0,"@realFFK Oga you not get small shame for your face...the demons left APC to PDP, you're such cokastic hungry man."
30,30,AbiamuwaA,,,2,1,156,0,"@u_uzah @PO_GrassRootM Grassroots electorates, bcos they're suffering more under the destructive governance, steep corruption and spiraling insecurity &amp; poverty, have rejected APC &amp; PDP!
You can waste your candidates money to buy Voters &amp; their votes, but they 'll still vote OUT APC &amp; PDP in 2023!"
31,31,Tottorizin,"He/Him

He's trying his best
If you post anything about peacock from skullgirls, i'll follow you
That's literally how i work",,209,26,1908,12,"Pdp day#119 - tellin some spoooooky tales!!!
#Skullgirls https://t.co/MdSyJhe4Fc"
32,32,SicilianGooner,"Igbo first, everything else...last. 

Arsenal, Politics & Banter.",Sicily,2076,2112,70431,317,"Today should be renamed VAWULENCE DAY for APCPDP!

Seun Okinbaloye is currently killing FFK on Channels TV. FFK's only defence is to EQUALLY accuse PDP of never keeping to their own promises.

Two failed parties dragging which is worse! https://t.co/f8mmBFIPDa"
33,33,Vhee11005639,#ENDPOLICEBRUTALITY  #SARSMUSTEND #ENDBUHARI #REVOLUTIONNOW #ENDSARSNOW,,4616,298,3131,1049,"My President Mr. Peter Obi Reading out his Manifesto with the ultimate assurance.
Please kindly retweet.

Arise TV Kenneth Okonkwo Nnamdi Kanu Kano Obidients Jando WAEC Obaseki Rufai APC and PDP https://t.co/UGdKnJNQyp"
34,34,seunalara,Fashion Designer 🧵 Entrepreneur @jokomo.ng @seunalara_official,"Lagos, Nigeria",68,46,2157,1107,The guys in this video say Seyi Tinubu instructed thugs to attack them while they were pasting posters of the PDP candidate in Lagos. They say he had initially instructed a policeman to shoot them. https://t.co/wWjwm7nh1b
35,35,TargetRestock,We tweet Restock Alerts. Featured on NewsWeek and Vice. Item Request via DM. As an Amazon Associate I earn from qualifying purchases.,"San Diego, CA",37,37823,12058,0,"Bayonetta 3 Trinity Masquerade Edition - Nintendo Switch, Nintendo Switch (

Shows available for pre-order at BestBuy. #Nintendo #NintendoSwitch 

https://t.co/2TBX7u4MNb"
36,36,hajaramusa17,NEVER GIVEUP,"Abuja, Nigeria",1557,723,7672,0,@obiora_franline @iyasco_jnr Same as Kenneth Okonkwo moving from APC to LP and and others who moved from PDP to LP.
37,37,Tonynonny,"A president// Humanitarian // political scientist// Content Creator//Businessman.
DM is open .",Africa,4488,2920,36053,167,"I entirely agree with Edo State Governor Godwin Obaseki. 
No right-thinking person will vote in the APC and Tinubu 
What he failed to add is, “No reasonable Nigerian will vote in PDP&amp;Atiku.”

__
Rufai Abati Peter Obi Go and Verify Nnamdi Kanu Kenneth Okonkwo"
38,38,OlotiTeamk,,,1423,293,9042,28,"""The demons in APC have relocated to PDP""- FFK. 

My interview with Mr. Seun Okunbaloye on Channels TV Politics Today...

Watch full interview here...👇🏾👇🏾👇🏾👇🏾
https://t.co/5xQLla3Nuj https://t.co/8B72u5wNIU"
39,39,nieblapurpur4,simplemente alguien que casi ni dibuja,,392,13,6558,12,"Pdp day#119 - tellin some spoooooky tales!!!
#Skullgirls https://t.co/MdSyJhe4Fc"
40,40,EmmanuelElohim,I am special because I have Christ Jesus as my Father and Friend,,666,605,8677,626,"Reuben Abati “We’ve seen most President pick another woman as their First Lady, will that be the same with you?”

Peter Obi: I’m happy with my wife infact dealing with one woman is a problem, I can’t imagine 2 women 😂😂

Reuben thinks everyone is like his PDP candidate smh 🤦"
41,41,dapsalmy,"CEO Akewe Media Ltd.
CEO Bolrach Technologies Ltd.",Lagos,4,161,51,1107,The guys in this video say Seyi Tinubu instructed thugs to attack them while they were pasting posters of the PDP candidate in Lagos. They say he had initially instructed a policeman to shoot them. https://t.co/wWjwm7nh1b
42,42,MAnsab44480621,Official Newz Hub,,8,6,8476,0,Group tackles Wike over claim on PDP campaign council members in Rivers https://t.co/wb2lt0DjWr
43,43,MigrateGGRLtd,"US Immigration Lawyer, with over 25 years of practice experience. Offices in Silver Spring, Maryland and Lagos, Nigeria",,563,275,2482,63,"BREAKING: Governor Yahaya Bello’s Hit-men Led By Nigerian Navy Officer, Charles Abduct Kogi Resident For Dumping APC Party For PDP | Sahara Reporters https://t.co/TPdFWwwMqp https://t.co/XXXrwgagzs"
44,44,Bosan_Boman,👉🏾IT Guy 👉🏾Lyricist 👉🏾#MUFC 👉🏾FIFA EA SPORTS                                  👉🏾bosanboman@gmail.com,Nigeria,13264,13249,109116,626,"Reuben Abati “We’ve seen most President pick another woman as their First Lady, will that be the same with you?”

Peter Obi: I’m happy with my wife infact dealing with one woman is a problem, I can’t imagine 2 women 😂😂

Reuben thinks everyone is like his PDP candidate smh 🤦"
