,Unnamed: 0,username,description,location,following,followers,totaltweets,retweetcount,text
135,135,Collinseneh6,Fashion promoter@ ICON FASHION WORLD,United Kingdom,121,138,1614,0,@Aminaruk @vanguardngrnews It seems the up coming election is between APC vs Labour Party 😂😂😂
136,136,GideonAkubueze,,,151,118,6718,0,"@vanguardngrnews Only a Tree hears ""I will cut you down"" still standing, if human hears that will immediately Run away, APC&amp;PDP should apologise to Nigerians for causing havoc against all for years as we match forward using our votes for Peter Obi to chest them out from power. Vote for Peter Obi"
137,137,AJ1202020,,"Istanbul, Turkey",53,45,7787,100,Bye bye APC in Kano and the Northwest... PDP has taken over... on #PDPRecoveryPlan we stand https://t.co/TcLHlDTw7u
138,138,GideonAkubueze,,,151,118,6718,0,"@vanguardngrnews Only a Tree hears ""I will cut you down"" still standing, if human hears that will immediately Run away, APC&amp;PDP should apologise to Nigerians for causing havoc against all for years as we match forward using our votes for Peter Obi to chest them out from power. Vote for Peter Obi"
139,139,OluwaOlayiwolaA,Visionary || Lover of Knowledge💡Sapio || POLs&IR || Economist || Serial entrepreneur || marketer || CHELSEA FC💙 08065006731 || Email:akeemoluwa30@gmail.com,"Abuja, Nigeria",332,464,9794,27,"""The demons in APC have relocated to PDP""- FFK. 

My interview with Mr. Seun Okunbaloye on Channels TV Politics Today...

Watch full interview here...👇🏾👇🏾👇🏾👇🏾
https://t.co/5xQLla3Nuj https://t.co/8B72u5wNIU"
140,140,GideonAkubueze,,,151,118,6718,0,"@vanguardngrnews Only a Tree hears ""I will cut you down"" still standing, if human hears that will immediately Run away, APC&amp;PDP should apologise to Nigerians for causing havoc against all for years as we match forward using our votes for Peter Obi to chest them out from power. Vote for Peter Obi"
141,141,_Lunarspace,Crypto•NFT• #BTC #ETH #BNB #Defi #Metaverse💪Crypto news 🚀,Metaverse,1519,1124,3227,409,"Was Nigeria so disrespected on OBJ’s watch? UMY &amp; GEJ were not bad. 1999-2014, Nigerians returned home. Buhari, Geoffrey Onyeama &amp; Abike Dabiri scored F9 in Foreign Policy &amp; Image-Making. So blame APC for Japa &amp; Visa Ban. CRIME IS NOT EXCLUSIVE TO NIGERIANS. Read my pinned thread"
142,142,eaglenuel,"GOD'S OWN, HUSBAND, FATHER, BUSINESS, AND POLITICS. I follow back.",Map it,519,665,66485,8,Atiku and PDP will empty APC at this rate. https://t.co/kx8PbVehC1
143,143,AyomideAkinde10,"Irawo⭐ || Learning, Building, Growing || Venture Partner  at Thrive Africa Community || Venture Intern at FirstCheck Africa || African boy Chasing the VC dream!","Lagos, Nigeria",3405,695,72144,188,Bag of rice was less than 10k before APC came into power 🫡 I respect the change.
144,144,OGBODO77,The joy of the Lord is my strenght,Lagos,567,214,1757,2505,"Once again, LP’s decision to appoint Kenneth Okonkwo its Presidential Campaign spokesman, was a masterpiece!

Man said that APC and PDP’s spokespersons are liars! Some of them even have names that rhyme with lie. 

Man get plenty talk for mouth. You no fit compete.

Hear him 👇 https://t.co/wM81wCVNix"
145,145,Powerbiman,Data Analyst,"Anna, TX",1102,564,8936,0,@GazetteNGR Father of APC
146,146,kingboy02458754,,,437,73,48,26,"FFK said Nigerians will feel more pains to recover the country if APC wins and Seun asked him, if there is pains more than the one APC already inflicted on Nigerians in past 7 years.APC is a failure

Wike, Peter Obi, keyamo Rueben Abati,Rufai,Flood,Olosho
https://t.co/vsxZ6UsIEM"
147,147,NwaOwere_1,"Unapologetic Igbo. Born in the North (Plateau), Bred in the East (Imo), Lived in the South (Uyo), Hustling in the West (Lagos). Loves traveling and history.","Lagos, Nigeria",3706,2625,11893,3,"FFK moved from PDP to become the PCC spokesperson of APC attacking PDP daily 
Daniel Bwala moved from APC 3 weeks ago to become PCC spokesperson of PDP attacking APC daily.
What does that tells you, do not exchange APC for PDP. They are the same thing. Labour Party is different"
148,148,BankMinister,A Foundational Nigerian | Pissed at all 'em bad Politicians | Manchester United/Leo Messi Fan | Looking to meet people with ideas to move Nigeria & Africa 4ward,,1383,1270,6665,407,"APC thugs attacked the convoy of Jandor, the Lagos PDP governorship candidate while he was on campaign tour . 

Lagos is set to have one of the most heightened election ever with the Jagaban thugs already unleashed on the people. Why this is not a focus of PDP is a concern."
149,149,Paulxrypto,"Firstly I am #OBIdientlyYUSful ¦Crypto Promoter, Marketing, and Media Strategist!
Dm for Promotions! 

Twitter relaxation Space!",Nigeria,2055,1652,10534,809,There is no sensible person left in APC. https://t.co/uhwvWOZkDj
150,150,SamyIce_ace,The Ultimate Kingsman and Ardent Liverpool Lover!Aviator #YNWA 🧑🏿‍✈️🛩,,2594,2708,100794,1019,"Remove religious x ethnic politics, what is APC offering you as a Nigerian?"
151,151,GideonAkubueze,,,151,118,6718,0,"@thecableng @IAOkowa @OfficialPDPNig Only a Tree hears ""I will cut you down"" still standing, if human hears that will immediately Run away, APC&amp;PDP should apologise to Nigerians for causing havoc against all for years as we match forward using our votes for Peter Obi to chest them out from power. Vote for Peter Obi"
152,152,pinopinonwa0,We all can make here a better place to live. #Geopilitics,,437,165,1511,8,"When Fulani herdsmen attack, they kill anyone at sight, they don't care if you're PDP, APC or Labour Party. If you like, continue using it to play politics. Those who lost their lives in the Gbeji attack will be buried today.
....
Seyi Tinubu Reuben Agbati Olosho CONGRATULATIONS https://t.co/G3S7mMTCq9"
153,153,onyi_nwoke,,,82,71,2823,1047,"My President Mr. Peter Obi Reading out his Manifesto with the ultimate assurance.
Please kindly retweet.

Arise TV Kenneth Okonkwo Nnamdi Kanu Kano Obidients Jando WAEC Obaseki Rufai APC and PDP https://t.co/UGdKnJNQyp"
154,154,blissfulplayer,Value addition is my addiction || @Chelseafc ||,,137,70,2177,269,"This is this the para-millitry guy who saved @ObiFlagboy from APC thugs attack in Oshodi narrating his experience on the documentary

according to the guy @morbaSunday, the men of the @PoliceNG stood there watching the Thug attack them but did nothing.

https://t.co/Bngcerp9aZ https://t.co/PJy02EqDFk https://t.co/2VMiBbgXel"
155,155,Tonynonny,"A president// Humanitarian // political scientist// Content Creator//Businessman.
DM is open .",Africa,4488,2919,36009,70,"Daniel Bwala spent 24 hours on Twitter crying about Peter Obi without talking about his candidate.

Is he working for APC?"
156,156,AndresDeKing,"🇨🇮🇹🇬YAHWEH is my God 🕎✡️💜🛐✝️ Visça el Barça 💙❤️🤴🏽🔴🟡 Força Catalunya. elMejorTravel&Tours.🗣 English,French,Español,Hausa,Igbo,Yoruba,Egun,Fon,Arabic",UAE,5003,2922,10636,34,"Nigeria Will Break Up If Ruling Party, APC Wins Again In 2023 – Governor Obaseki | Sahara Reporters https://t.co/O5Pu6Se5av https://t.co/6McPjMHhTM"
157,157,arthur_ole3,Microbiologist,Nigeria,994,372,9964,410,"This man is the reason why APC was acting all high and mighty in 2015. 

They were never so mighty, it was borrowed intelligence...

I won't say more than that... If you know you know. https://t.co/4rksKOyANq"
158,158,GideonAkubueze,,,151,118,6718,0,"@MobilePunch Only a Tree hears ""I will cut you down"" still standing, if human hears that will immediately Run away, APC&amp;PDP should apologise to Nigerians for causing havoc against all for years as we match forward using our votes for Peter Obi to chest them out from power. Vote for Peter Obi"
159,159,emmagodstime,"Blessed Beyond Believe(BBB) ●Don't understand something about me, ask but not assume●Be contented with what u have●Help the needy when u can●Always Praise God!",United State of Wakanda😎💂,518,233,34602,871,"Dear ObiDients, the game is changing. APC at the highest level had a meeting yesterday in Abuja and  agreed that PO will likely win the election and so must be stopped. It was agreed that insecurity will be used to destabilize his stronghold to scare away voters on Election Day"
160,160,BankMinister,A Foundational Nigerian | Pissed at all 'em bad Politicians | Manchester United/Leo Messi Fan | Looking to meet people with ideas to move Nigeria & Africa 4ward,,1383,1270,6665,1081,"This man is so evil . More evil than the devil himself . And the wife , more wicked than Jezebel herself . And if you vote for APC , won’t be well for you and your generation . Amen !! https://t.co/Am5NQp8VAM"
161,161,pinkiee002,I don't know what I did to twitter 🙄😿😿. Please #obidients follow me back..... #PeterIsBetter #ObiDatti2023 😍💝 #Endsars member @takebacknaija_,,201,198,6691,531,"Peter Obi will take responsibility for the wrongs of the past. The Obi I know will apologize to Nigerians on behalf of the PDP &amp; the APC. As a man who is quick to say “he’s sorry,” he’ll apologize for the #EndSARS Lekki Tollgate Killings, &amp; give the youths the much needed closure"
162,162,maxokeke2,"Noble Nigerian-Principal Partner Brick chambers, Lover of Jesus christ-","New Orleans, LA",3634,2325,19887,223,"A lot of us do not learn…A good number of people who supported buhari, have come out to tell you it was a big mistake. Clearly buhari didn’t deliver. 

These same people are warning you to avoid the APC presidential candidate for 2023. Listen to them!"
163,163,de_eritage,,"New York, NY",1167,1220,4464,47,"Earlier today, we were in Surulere and Ogo-Oluwa LGAs of Oyo State for APC local meetings. This is in continuation of my visit to progressive family across the state.
Special thanks to our party elders, leaders and great members of our great party for the success of the meetings. https://t.co/ys3UAv6TVw"
164,164,David_Educator,Web Developer | Educator | #MCFC | #WheelOfTime fan | Cosmere Fandom,"Warri, Nigeria",1531,1485,23392,530,"This is this the para-millitry guy who saved @ObiFlagboy from APC thugs attack in Oshodi narrating his experience on the documentary

according to the guy @morbaSunday, the police stood there watching the Thug attack them but did nothing.
Watch 👉🏽 https://t.co/PAmzmJodTC

1/2 https://t.co/fU17gdXwtk"
165,165,rusev158,Die Hard United Fan#manutd#premierleague#obidient movement#takingbacknaija#obidientcampaign#fullobidientmovement,"Little Canada, MN",800,261,60213,388,"Without Peter Obi &amp; the Obidients in the equation now, the APC would have had the smoothest sailing. PDP was a useless opposition, they are more useless even now. They miss the reckless looting so much. Obi should have left them since 2020, but it’s better late than never."
166,166,daclemx,"The ""Neck Presser"" Is Back!!!! Youths, Vote Wisely 2023. Vote Peter Obi for President. If you make wrong choice, Dollar will be #2K/$1. Abi suffer neva tire U?",Earth,856,554,9121,0,"And these are the People that have killed so many of our Northern people. APC, May Allah destroy U

#Vote HE Peter Obi Obaseki Horny of Ife Olosho Abati Rufai Bola Tinubu Seyi Tinubu Atiku Northerners Arewa President Buhari Flood INEC PVCs Oba of Benin Seun MarryHer Jesus Christ https://t.co/oFnpKGMUel"
167,167,OzyBundee,"I am a unique mixture of being laid back but i am extremely focused at the same time, but can be very social and the life of the party as well",South Africa,2319,1793,31794,1536,"BAT was so disappointed with Ganduje during his visit to Kano. After the huge amount APC paid to hire crowd, people refused to show up. It is clear that nobody can brag about having north any more. All that Peter Obi support groups have to do is to be strategic. We can do it."
168,168,olusledgeolaoye,There’s no advantage in dating me. I’m like Peter Obi. Very stingy and frugal. Only thing you will enjoy is unlimited food.,,791,753,43493,1990,"How wicked can you be to decide to share palliatives on your birthday?

CACOVID Indominnnn?!! APC is a disaster! https://t.co/lQmOzdvjWB"
169,169,ifeep,CRISTO MI SALVADOR,Venezuela,660,735,236242,191,"#Ukraine: Two Russian tanks (One a T-72B3 Obr. 2016), a BTR-80/82A APC, and a BMP-2 IFV were taken out of action by the Ukrainian 25th Airborne Brigade in the East. https://t.co/ruUicX6hRS"
170,170,GideonAkubueze,,,151,118,6718,0,"@vanguardngrnews Only a Tree hears ""I will cut you down"" still standing, if human hears that will immediately Run away, APC&amp;PDP should apologise to Nigerians for causing havoc against all for years as we match forward using our votes for Peter Obi to chest them out from power. Vote for Peter Obi"
171,171,emmagodstime,"Blessed Beyond Believe(BBB) ●Don't understand something about me, ask but not assume●Be contented with what u have●Help the needy when u can●Always Praise God!",United State of Wakanda😎💂,518,233,34602,407,"APC thugs attacked the convoy of Jandor, the Lagos PDP governorship candidate while he was on campaign tour . 

Lagos is set to have one of the most heightened election ever with the Jagaban thugs already unleashed on the people. Why this is not a focus of PDP is a concern."
172,172,BankMinister,A Foundational Nigerian | Pissed at all 'em bad Politicians | Manchester United/Leo Messi Fan | Looking to meet people with ideas to move Nigeria & Africa 4ward,,1383,1270,6665,241,"The attack on the Lagos State PDP candidate Jandor &amp; Funke Akindele's convoy must be condemned by everyone. From Kaduna to Zamfara to Lagos, the APC has displayed a heightened sense of desperation &amp; willingness to attack opponents. https://t.co/J3gXnxHpsv"
173,173,spydon__,Not responsible of Retweets || Musician || businessman || Founder MetheTech,"Lagos, Nigeria",333,112,2797,40,"Seun Akinbaloye roasted Femi Fani Kayode with this unexpected question, on what track record is APC running?? https://t.co/R1tE0Uqa3O"
174,174,GideonAkubueze,,,151,118,6718,0,"@SaharaReporters Only a Tree hears ""I will cut you down"" still standing, if human hears that will immediately Run away, APC&amp;PDP should apologise to Nigerians for causing havoc against all for years as we match forward using our votes for Peter Obi to chest them out from power. Vote for Peter Obi"
175,175,de_eritage,,"New York, NY",1167,1220,4464,119,"From Thai Rice Exporters Association in their reports indicated that Nigeria’a RICE IMPORTS from Thailand FELL by 98.4% to 15metric tonnes between Jan - July,2022 as against 957 metric tonnes imported in 2021.

Kudos to APC/Buhari https://t.co/ZKh9owY1oH"
176,176,Obi21296477,I stand for the TRUTH and TRANSPARENCY...,,144,48,5150,0,@Makavelli275 APC don't need talents like him bcos he is built for a better political platform... APC will kill your talents and spit u out...
177,177,FOnusoro,God loves me,,42,4,416,0,"@vanguardngrnews The terrorists APC party should be ashamed,they don’t have anything to campaign for Nigerians are not 200 million fools"
178,178,Neurofemsz,"Christian || Software Engineer || .Net Core, I see sharp 👀, do you ?|| Internet Crawler || Don't have a bigger gun? then don't start a war.","Abuja, Nigeria",4550,3578,63801,94,"People Stole More Than Four-Year Salaries To Buy Ruling APC Nomination Forms – Nigerian Actor, Kenneth Okonkwo | Sahara Reporters https://t.co/otwlMTHXOl https://t.co/DRE0le4EpW"
0,0,GeraldRod3,Smart minds,,187,45,4492,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
1,1,johnrea57213957,On God,,244,110,6031,0,"@MobilePunch Like I always say I’m not a fan of any politician because I don’t trust one . But please Mark this word today, if all the opposition don’t come together to try and remove this disastrous APC from government in 2023, Tinubu will win the election . All opposition must work together"
2,2,johnrea57213957,On God,,244,110,6031,0,"@Makavelli275 Like I always say I’m not a fan of any politician because I don’t trust one . But please Mark this word today, if all the opposition don’t come together to try and remove this disastrous APC from government in 2023, Tinubu will win the election . All opposition must work together"
3,3,johnrea57213957,On God,,244,110,6031,0,"@ElekwachiJunior @Makavelli275 Like I always say I’m not a fan of any politician because I don’t trust one . But please Mark this word today, if all the opposition don’t come together to try and remove this disastrous APC from government in 2023, Tinubu will win the election . All opposition must work together"
4,4,Asawana001,"A proud Nigerian, very OBI-dient and I have a burning desire to serve my pple #SaveNaijaFromElites","Lagos, Nigeria",953,1020,51504,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
5,5,zealousprince,"Easy going, fun to be with and accommodating. Enjoys making reasonable friends.",Ikot ekpene,637,324,657,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
6,6,DerVerfuhrer,A Premium Suga and Spice Being... Fixer! #TheSaintFC.,the 'X' on your Map,1424,1872,229846,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
7,7,Uyilive26000,Going Extreme 🚀,,1168,101,2707,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
8,8,EngrDenco,Nothing serious,,70,15,2,11,"Governor Godwin Obaseki of Edo State has said Nigeria will break up if the All Progressives Congress (APC) wins the 2023 presidential election.
https://t.co/npzdnKNWOj"
9,9,Apocaly10416051,"Automobile and electronics dealer.
Cotonou, Benin 🇧🇯 Republic.

A writer and humanitarian.","Cotonou, Benin 🇧🇯 Republic ",507,180,3846,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
10,10,spydon__,Not responsible of Retweets || Musician || businessman || Founder MetheTech,"Lagos, Nigeria",333,112,2797,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
11,11,ujahsongs,"A creation that love his creator, His work & His people | ❤️Music | iSing | 
@Bridge Studios: we specialise in SOUND,PHOTO,VIDEO,TRAINING & CONSULT.","Abuja, Nigeria",4780,3351,21873,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
12,12,Samuel4Olufemi,Simply a servant of Christ,Nigeria,50,2613,103052,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
13,13,NAjiteru,Environmental Consultant||Administrator || Certified Master E-book creator & Publisher || Child of God || Chelsea Fan💙,,933,702,3405,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
14,14,jotham007,,,584,328,2782,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
15,15,VincentOmoko,gentle and easy going cum a politician and activist,"Asaba, Nigeria",4328,2374,11370,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
16,16,Ikejapanorama,Cinematographer/Publisher. “It is literally true that you can succeed best and quickest by helping others to succeed.”,Lagos,405,214,19995,0,"2023 Presidential Election: Man begins walk from Gombe to Abuja for Tinubu https://t.co/o7cmWLbPGk 
A 31-year-old man, Mohammed Umar on Monday began a 425-kilometre walk from Gombe to Abuja, to draw support for Asiwaju Bola Tinubu, the All Progressives Congress (APC) president.."
17,17,BlueChairman,,,1301,668,75901,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
18,18,smartdope1,"Engineer 
Comedian 
                            ☟",,314,174,5051,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
19,19,meet_tycoon,Never give up.,Right where you are,92,3934,3691,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
20,20,onojay01,"Glory's Husband,  structural engineer, aspiring politician, die hard gooner and a great admirer of brilliant minds e.g nikolai tesla",,419,528,41780,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
21,21,EJIKE2GOOD,"BELEIVE IN GOD ,FATHER ALMIGHTY//DOWN TO EARTH//WINE SALES//SPORT LOVER//FCBAYERN//ONYEDOT//TEAM TALK THE TRUTH//LONGRICH//ICCOBA// PUNTER SOMETIMES//INVESTOR",Germany,119,113,4770,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
22,22,iam_iga,"Dedicated expert
#Engineer
#Father
#Husband
#Entrepreneur
#Founder
#Cofounder
#Copywriter
#Bookaholic","Lagos, Nigeria",2004,629,581,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
23,23,Paul2586048833,Life goes on,"Kensington, London",5003,1924,394391,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
24,24,AkpanaSingo,,,482,18,659,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
25,25,oniewa,Am a goal getter! I'm beautiful inside out... I have an independent mind and i believe in whatever makes me happy. Aspiring to be an Entrepreneur of repute.,"Lagos, Nigeria.",1501,566,31623,11,"Governor Godwin Obaseki of Edo State has said Nigeria will break up if the All Progressives Congress (APC) wins the 2023 presidential election.
https://t.co/npzdnKNWOj"
26,26,Bellonura10,"Buharist, Politician To Be, Member UML Media Team, CEO Gumsu Support Group, Mai Mala My Mentor.",Maiduguri,433,1027,10225,11,"Governor Godwin Obaseki of Edo State has said Nigeria will break up if the All Progressives Congress (APC) wins the 2023 presidential election.
https://t.co/npzdnKNWOj"
27,27,s_galadanchi,"Catch me if you can😉

@arsenal",,147,60,2689,11,"Governor Godwin Obaseki of Edo State has said Nigeria will break up if the All Progressives Congress (APC) wins the 2023 presidential election.
https://t.co/npzdnKNWOj"
28,28,Parociapropert2,"Parocia Properties Ltd specialize in real estate/properties across Nigeria ,Dubia US & UK. call us on 08032035584 for all your real estate/ property need.","Lagos, Nigeria",4216,4353,38609,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
29,29,nayatheplug,"Hey guys I’m Naya I Buy and Sell all kinds of iPhones,laptops and MacBooks (both uk used and brand new) and you can also swap your old phones to a new one. yea",,1227,535,16774,11,"Governor Godwin Obaseki of Edo State has said Nigeria will break up if the All Progressives Congress (APC) wins the 2023 presidential election.
https://t.co/npzdnKNWOj"
30,30,Emekamakon,I Fear God and believe in Him,"Lagos, Nigeria",515,767,57939,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
31,31,giddyade,"I will never feel sorry to let you know I hate you.

Am Adewale Gideon",,250,100,2130,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
32,32,Theophi16234434,,,1426,783,76770,11,"Governor Godwin Obaseki of Edo State has said Nigeria will break up if the All Progressives Congress (APC) wins the 2023 presidential election.
https://t.co/npzdnKNWOj"
33,33,daily_trust,"Official Twitter handle of Daily Trust Newspapers, the most trusted news outlet in Nigeria","Abuja, Nigeria",854,2532002,582929,11,"Governor Godwin Obaseki of Edo State has said Nigeria will break up if the All Progressives Congress (APC) wins the 2023 presidential election.
https://t.co/npzdnKNWOj"
34,34,Alfredlogan11,"am always lively and core Superion ⭕⭕⭕ for life, also a Manchester United fan",,1577,809,65127,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
35,35,EnweluzorEmman1,"| Senior HR Business Partner |

| Executive Office Operations |

| Medic | 🇳🇬","Lagos, Nigeria",396,261,6348,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
36,36,RayKachi1,"CEO SHAVUOT Inv. Solutions LTD
•	Full-time Bitcoin investor  •	Professional stock trader  •	Senior market analyst•	#Blockchain and Digital Asset investor.","Lagos, Nigeria",778,373,18170,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
37,37,brwwn_hair,📍Obi-Datti2023 🇳🇬,Far above Principalities,89,62,2714,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
38,38,h2o360,The way i perceive life,,1211,452,2544,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
39,39,kingsleymborah,"Filled with God's grace, Son of a loving father 👐👐","Calabar, Nigeria",1404,675,15968,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
40,40,simileoluwa_89,"First Engineer to build a 100% Solar powered Electric Vehicle charging station at Usman Dan fodio university sokoto state Nigeria 08/04/2021
Contact 08036193262",,1449,4017,137769,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
41,41,austrostine,"fighting the good fight of faith 💪

PETER OBI FOR PRESIDENT",freedom,1365,1235,99813,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
42,42,saigitariuswiz,Benin girl / diplomat/ thrift wears/ OBIdient 🤪/ humble beginnings 🙏/ God fearing.,,2169,1138,42697,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
43,43,femcotezCares,"GRAPHICS DESIGNER,BRAND DESIGNER  ©️#femcotezCares🔴

AFFILIATE MARKETER see Video that change my life: https://t.co/vFxbnWk3fs",,3608,1463,50196,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
44,44,tessy_teg,,,13,6,187,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
45,45,Anazodoeche,An Estate Surveyor and Valuer. A happily married man. From Nnewi in Anambra state. A lover of Lionel Messi. Lives in Lagos. Love my wife. Let's talk Real estate,,1436,675,23704,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
46,46,rachael_lov8,Aspiring chef 👩‍🍳 call for booking anywhere around the Great OYO metropolis and its environs 💡💡💡❤️❤️❤️🌹🌹🌹,"Ogbomosho, Nigeria",2711,1603,228315,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
47,47,MoreMoneyTips3,Sports Punter/Tipster•Politics•Die hard fan @ManUtd @Cristiano #PeterObi4President2023 #OBIdients #ObiDatti #obidientmovement #OBIdientlyYUSful #peterobifor2023,United States,4818,1541,37517,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
